"","subjID","exptPart","trialNumber","roleCurrent","marblesSampled","probabilityRed","drawnRed","reportedDrawn","compLie","compUnifLie","compDetect","callBS","playerTrialScore","oppTrialScore","playerTotalScore","oppTotalScore","waitTime","responseTime","catchQuestion","catchKey","catchResponse","catchResponseTime","pseudoRound","trialTime","expt"
"5806","subj027","trial",6,"bullshitDetector",10,0.5,6,7,-1,FALSE,0.5,TRUE,5,-5,28,22,6614.0020798536,7562,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,16525,"expt4"
"5807","subj027","trial",7,"bullshitter",10,0.5,7,7,-1,FALSE,0.822265625,TRUE,7,-2,35,20,2985.9417283541,4799,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,22494,"expt4"
"5808","subj027","trial",8,"bullshitDetector",10,0.5,4,8,-1,FALSE,0.822265625,TRUE,5,-5,40,15,6610.3889859663,8868,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,16937,"expt4"
"5809","subj027","trial",9,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,44,21,2898.8695281974,3657,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,11708,"expt4"
"5810","subj027","trial",10,"bullshitDetector",10,0.5,5,5,-1,TRUE,0.25390625,FALSE,5,5,49,26,5388.8372005096,2029,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,10290,"expt4"
"5811","subj027","trial",11,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,53,32,3236.7638033884,3024,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,10586,"expt4"
"5812","subj027","trial",12,"bullshitDetector",10,0.5,5,5,5,FALSE,-1,FALSE,5,5,58,37,6460.1244579066,1487,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,9591,"expt4"
"5813","subj027","trial",13,"bullshitter",10,0.5,7,7,-1,FALSE,0.822265625,TRUE,7,-2,65,35,2713.4318503354,3161,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,15452,"expt4"
"5814","subj027","trial",14,"bullshitDetector",10,0.5,3,5,-1,FALSE,0.822265625,FALSE,5,5,70,40,5385.873415387,13909,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,22368,"expt4"
"5815","subj027","trial",15,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,FALSE,5,5,75,45,2653.1862513627,5104,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,122844,"expt4"
"5816","subj027","trial",16,"bullshitDetector",10,0.5,6,4,-1,FALSE,0.5,FALSE,6,4,81,49,5461.7747755839,2396,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,9687,"expt4"
"5817","subj027","trial",17,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,TRUE,5,0,86,49,2906.6759161748,2968,"How many red marbles did you actually draw?",5,5,3423,FALSE,14226,"expt4"
"5818","subj027","trial",18,"bullshitDetector",10,0.5,3,7,7,FALSE,-1,TRUE,5,-5,91,44,6819.0058709131,1922,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,10300,"expt4"
"5819","subj027","trial",19,"bullshitter",10,0.5,8,8,-1,FALSE,0.8662109375,TRUE,8,-3,99,41,2353.7864857602,3223,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,14114,"expt4"
"5820","subj027","trial",20,"bullshitDetector",10,0.5,1,4,-1,TRUE,0.8662109375,FALSE,6,4,105,45,5885.6209749686,1670,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,14236,"expt4"
"5821","subj027","trial",21,"bullshitter",10,0.5,2,3,-1,FALSE,0.048828125,FALSE,3,7,108,52,2783.8690225952,5034,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,17265,"expt4"
"5822","subj027","trial",22,"bullshitDetector",10,0.5,8,8,4,FALSE,-1,TRUE,-3,8,105,60,6423.4482418408,1702,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9599,"expt4"
"5823","subj027","trial",23,"bullshitter",10,0.5,6,6,-1,FALSE,0.705078125,TRUE,6,-1,111,59,2729.784565502,3009,"How many red marbles did you actually draw?",6,6,2845,FALSE,12583,"expt4"
"5824","subj027","trial",24,"bullshitDetector",10,0.5,3,7,7,FALSE,-1,TRUE,5,-5,116,54,5604.2857093415,5855,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,12919,"expt4"
"5825","subj027","trial",25,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,120,60,2627.9894079684,2833,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,10848,"expt4"
"5826","subj027","trial",26,"bullshitDetector",10,0.5,5,5,3,FALSE,-1,FALSE,5,5,125,65,6614.0045116237,2756,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,86718,"expt4"
"5827","subj027","trial",27,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,FALSE,5,5,130,70,2657.0542789515,4590,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,14230,"expt4"
"5828","subj027","trial",28,"bullshitDetector",10,0.5,6,3,-1,FALSE,0.5,FALSE,7,3,137,73,5315.9345642081,12663,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,19544,"expt4"
"5829","subj027","trial",29,"bullshitter",10,0.5,7,7,-1,FALSE,0.822265625,TRUE,7,-2,144,71,2931.4200046158,2575,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,10005,"expt4"
"5830","subj027","trial",30,"bullshitDetector",10,0.5,5,1,-1,TRUE,0.822265625,TRUE,5,-5,149,66,5908.425872943,5243,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,101924,"expt4"
"5831","subj027","trial",31,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,TRUE,4,1,153,67,2302.5748574109,3139,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,13191,"expt4"
"5832","subj027","trial",32,"bullshitDetector",10,0.5,5,6,-1,TRUE,0.25390625,FALSE,4,6,157,73,6073.8321617485,2946,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,10387,"expt4"
"5833","subj027","trial",33,"bullshitter",10,0.5,8,8,-1,FALSE,0.8662109375,TRUE,8,-3,165,70,2163.1772660875,2064,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9515,"expt4"
"5834","subj027","trial",34,"bullshitDetector",10,0.5,6,6,1,FALSE,-1,FALSE,4,6,169,76,5448.3699944685,2314,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9712,"expt4"
"5835","subj027","trial",35,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,TRUE,5,0,174,76,2477.719669469,2043,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9693,"expt4"
"5836","subj027","trial",36,"bullshitDetector",10,0.5,6,6,5,FALSE,-1,FALSE,4,6,178,82,7103.828732755,2358,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11334,"expt4"
"5837","subj027","trial",37,"bullshitter",10,0.5,4,5,-1,FALSE,0.5,TRUE,-5,5,173,87,2289.2892233873,4586,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,59799,"expt4"
"5838","subj027","trial",38,"bullshitDetector",10,0.5,7,7,3,FALSE,-1,TRUE,-2,7,171,94,6377.7814565612,13963,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,22063,"expt4"
"5839","subj027","trial",39,"bullshitter",10,0.5,1,3,-1,FALSE,0.048828125,FALSE,3,7,174,101,2768.9164223534,14251,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,20877,"expt4"
"5840","subj027","trial",40,"bullshitDetector",10,0.5,6,8,8,FALSE,-1,TRUE,5,-5,179,96,5834.7481225796,2434,"How many red marbles did your opponent report drawing?",8,8,4336,FALSE,52434,"expt4"
"5841","subj027","trial",41,"bullshitter",10,0.5,6,6,-1,FALSE,0.705078125,TRUE,6,-1,185,95,3171.7237412389,4119,"How many red marbles did you actually draw?",6,6,2014,TRUE,15259,"expt4"
"5842","subj027","trial",42,"bullshitDetector",10,0.5,6,0,-1,TRUE,0.705078125,FALSE,10,0,195,95,5254.4049933107,9285,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,15978,"expt4"
"5843","subj027","trial",43,"bullshitter",10,0.5,1,1,-1,FALSE,-0.1123046875,FALSE,1,9,196,104,2538.598386146,2537,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9768,"expt4"
"5844","subj027","trial",44,"bullshitDetector",10,0.5,8,8,7,FALSE,-1,TRUE,-3,8,193,112,5299.5500154535,3518,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11224,"expt4"
"5845","subj027","trial",45,"bullshitter",10,0.5,7,7,-1,FALSE,0.822265625,FALSE,7,3,200,115,2386.4739062539,2474,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11212,"expt4"
"5846","subj027","trial",46,"bullshitDetector",10,0.5,1,6,6,FALSE,-1,FALSE,4,6,204,121,5220.5205333176,1660,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,8476,"expt4"
"5847","subj027","trial",47,"bullshitter",10,0.5,3,4,-1,FALSE,0.25390625,TRUE,-5,5,199,126,2360.2233656166,3441,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9873,"expt4"
"5848","subj027","trial",48,"bullshitDetector",10,0.5,3,2,-1,FALSE,0.25390625,FALSE,8,2,207,128,7279.5880582444,2101,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,11959,"expt4"
"5849","subj027","trial",49,"bullshitter",10,0.5,7,7,-1,FALSE,0.822265625,TRUE,7,-2,214,126,2088.8148086791,2609,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,8215,"expt4"
"5850","subj027","trial",50,"bullshitDetector",10,0.5,6,10,-1,FALSE,0.822265625,TRUE,5,-5,219,121,6409.749423748,1604,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,11230,"expt4"
"5851","subj027","trial",51,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,223,127,2134.4876923065,3297,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,10296,"expt4"
"5852","subj027","trial",52,"bullshitDetector",10,0.5,5,6,-1,FALSE,0.25390625,TRUE,5,-5,228,122,5827.2833172116,3105,"How many red marbles did your opponent report drawing?",6,6,3274,TRUE,15241,"expt4"
"5853","subj027","trial",53,"bullshitter",10,0.5,3,4,-1,FALSE,0.25390625,FALSE,4,6,232,128,2679.1303144336,4759,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,11298,"expt4"
"5854","subj027","trial",54,"bullshitDetector",10,0.5,2,6,6,FALSE,-1,FALSE,4,6,236,134,5484.4916226766,13986,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,21533,"expt4"
"5855","subj027","trial",55,"bullshitter",10,0.5,3,5,-1,FALSE,0.5,TRUE,-5,5,231,139,2924.0557203364,2202,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,16031,"expt4"
"5856","subj027","trial",56,"bullshitDetector",10,0.5,3,4,4,FALSE,-1,FALSE,6,4,237,143,5723.3740327722,1421,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,9005,"expt4"
"5857","subj027","trial",57,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,FALSE,5,5,242,148,2343.5362394225,2997,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,55293,"expt4"
"5858","subj027","trial",58,"bullshitDetector",10,0.5,3,7,7,FALSE,-1,TRUE,5,-5,247,143,6466.6218770588,3330,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,11040,"expt4"
"5859","subj027","trial",59,"bullshitter",10,0.5,8,8,-1,FALSE,0.8662109375,TRUE,8,-3,255,140,2230.8343560352,1895,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,8171,"expt4"
"5860","subj027","trial",60,"bullshitDetector",10,0.5,4,1,-1,FALSE,0.8662109375,FALSE,9,1,264,141,5340.783166103,2699,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,17270,"expt4"
"5861","subj027","trial",61,"bullshitter",10,0.5,8,8,-1,FALSE,0.8662109375,TRUE,8,-3,272,138,2784.9863077327,1954,"How many red marbles did you actually draw?",8,8,2535,FALSE,84517,"expt4"
"5862","subj027","trial",62,"bullshitDetector",10,0.5,6,6,5,FALSE,-1,FALSE,4,6,276,144,5773.5829658243,1346,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,8960,"expt4"
"5863","subj027","trial",63,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,280,150,2875.152905608,3130,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9766,"expt4"
"5864","subj027","trial",64,"bullshitDetector",10,0.5,5,5,4,FALSE,-1,FALSE,5,5,285,155,6103.4556213991,1799,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9303,"expt4"
"5865","subj027","trial",65,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,TRUE,5,0,290,155,2720.2010765752,2922,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,50673,"expt4"
"5866","subj027","trial",66,"bullshitDetector",10,0.5,6,6,5,FALSE,-1,FALSE,4,6,294,161,6851.4397353931,8761,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,16914,"expt4"
"5867","subj027","trial",67,"bullshitter",10,0.5,3,4,-1,FALSE,0.25390625,FALSE,4,6,298,167,2109.3219569131,3299,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,9093,"expt4"
"5868","subj027","trial",68,"bullshitDetector",10,0.5,7,7,5,FALSE,-1,TRUE,-2,7,296,174,5479.5323568732,1730,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,8529,"expt4"
"5869","subj027","trial",69,"bullshitter",10,0.5,7,7,-1,FALSE,0.822265625,TRUE,7,-2,303,172,2320.7848196915,2451,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,8618,"expt4"
"5870","subj027","trial",70,"bullshitDetector",10,0.5,5,5,4,FALSE,-1,FALSE,5,5,308,177,6988.5335979333,5880,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,15037,"expt4"
"5871","subj027","trial",71,"bullshitter",10,0.5,9,9,-1,FALSE,0.8759765625,TRUE,9,-4,317,173,3197.3272710737,1868,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,23907,"expt4"
"5872","subj027","trial",72,"bullshitDetector",10,0.5,3,0,-1,FALSE,0.8759765625,TRUE,5,-5,322,168,6025.8240331691,11241,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,21929,"expt4"
"5873","subj027","trial",73,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,326,174,2094.6119479153,2353,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9627,"expt4"
"5874","subj027","trial",74,"bullshitDetector",10,0.5,4,6,6,FALSE,-1,FALSE,4,6,330,180,6561.3388933377,85804,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,93468,"expt4"
"5875","subj027","trial",75,"bullshitter",10,0.5,3,5,-1,FALSE,0.5,FALSE,5,5,335,185,2796.0520017467,2121,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9376,"expt4"
"5876","subj027","trial",76,"bullshitDetector",10,0.5,3,5,-1,TRUE,0.5,FALSE,5,5,340,190,6013.6408557815,1105,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,8405,"expt4"
"5877","subj027","trial",77,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,344,196,2568.5356931148,1891,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,13590,"expt4"
"5878","subj027","trial",78,"bullshitDetector",10,0.5,5,10,-1,TRUE,0.25390625,TRUE,5,-5,349,191,5717.5585999171,2687,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,10393,"expt4"
"5879","subj027","trial",79,"bullshitter",10,0.5,4,5,-1,FALSE,0.5,FALSE,5,5,354,196,2318.5782230709,2562,"How many red marbles did you actually draw?",4,4,2979,FALSE,12732,"expt4"
"5880","subj027","trial",80,"bullshitDetector",10,0.5,4,4,4,FALSE,-1,FALSE,6,4,360,200,6054.3742354572,1809,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,16063,"expt4"
"5881","subj027","trial",81,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,364,206,2520.8816440889,2379,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,8386,"expt4"
"5882","subj027","trial",82,"bullshitDetector",10,0.5,8,8,7,FALSE,-1,TRUE,-3,8,361,214,6021.8909672283,1694,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9068,"expt4"
"5883","subj027","trial",83,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,TRUE,5,0,366,214,2136.358185447,1998,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,8875,"expt4"
"5884","subj027","trial",84,"bullshitDetector",10,0.5,4,4,4,FALSE,-1,FALSE,6,4,372,218,7430.2555524899,1645,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,10226,"expt4"
"5885","subj027","trial",85,"bullshitter",10,0.5,8,8,-1,FALSE,0.8662109375,TRUE,8,-3,380,215,2158.7243475312,1915,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,7747,"expt4"
"5886","subj027","trial",86,"bullshitDetector",10,0.5,4,5,5,FALSE,-1,FALSE,5,5,385,220,5860.0077895649,1619,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9019,"expt4"
"5887","subj027","trial",87,"bullshitter",10,0.5,10,10,-1,FALSE,0.876953125,TRUE,10,-5,395,215,2744.5025159942,2523,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,10375,"expt4"
"5888","subj027","trial",88,"bullshitDetector",10,0.5,3,7,7,FALSE,-1,TRUE,5,-5,400,210,5239.5208064011,1451,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,7962,"expt4"
"5889","subj027","trial",89,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,FALSE,5,5,405,215,2509.9203686248,2602,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,10034,"expt4"
"5890","subj027","trial",90,"bullshitDetector",10,0.5,4,5,5,FALSE,-1,FALSE,5,5,410,220,7275.9202626393,3256,"How many red marbles did your opponent report drawing?",5,5,2995,FALSE,15603,"expt4"
"5891","subj027","trial",91,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,TRUE,5,0,415,220,3023.2673167577,2833,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,22488,"expt4"
"5892","subj027","trial",92,"bullshitDetector",10,0.5,3,5,5,FALSE,-1,FALSE,5,5,420,225,6148.0004191724,3575,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,11534,"expt4"
"5893","subj027","trial",93,"bullshitter",10,0.5,3,4,-1,FALSE,0.25390625,FALSE,4,6,424,231,2069.2790666861,2415,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,8442,"expt4"
"5894","subj027","trial",94,"bullshitDetector",10,0.5,6,6,4,FALSE,-1,FALSE,4,6,428,237,6485.2242005418,1786,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,9414,"expt4"
"5895","subj027","trial",95,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,432,243,2245.5590835056,1747,"How many red marbles did you actually draw?",4,4,1748,FALSE,10551,"expt4"
"5896","subj027","trial",96,"bullshitDetector",10,0.5,3,6,6,FALSE,-1,FALSE,4,6,436,249,5607.0974666283,1222,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,8236,"expt4"
"5897","subj027","trial",97,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,FALSE,5,5,441,254,2722.0910439542,2731,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11313,"expt4"
"5898","subj027","trial",98,"bullshitDetector",10,0.5,5,5,5,FALSE,-1,FALSE,5,5,446,259,5822.2414028431,1425,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,8512,"expt4"
"5899","subj027","trial",99,"bullshitter",10,0.5,7,7,-1,FALSE,0.822265625,TRUE,7,-2,453,257,2333.0788881551,2400,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9291,"expt4"
"5900","subj027","trial",100,"bullshitDetector",10,0.5,6,6,6,FALSE,-1,FALSE,4,6,457,263,5303.2232063992,4344,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11824,"expt4"
"5901","subj064","trial",1,"bullshitter",10,0.5,8,8,-1,FALSE,0.8662109375,FALSE,8,2,8,2,2925.9625569998,20259,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,33220,"expt4"
"5902","subj064","trial",2,"bullshitDetector",10,0.5,4,4,4,FALSE,-1,FALSE,6,4,14,6,6589.4109585881,8930,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,19116,"expt4"
"5903","subj064","trial",3,"bullshitter",10,0.5,7,7,-1,FALSE,0.822265625,FALSE,7,3,21,9,3116.8702963162,7679,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,25419,"expt4"
"5904","subj064","trial",4,"bullshitDetector",10,0.5,4,4,2,FALSE,-1,TRUE,1,4,22,13,5860.7573060973,3014,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11469,"expt4"
"5905","subj064","trial",5,"bullshitter",10,0.5,1,2,-1,FALSE,-0.068359375,FALSE,2,8,24,21,2365.6472355766,3497,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,17245,"expt4"
"5906","subj064","trial",6,"bullshitDetector",10,0.5,6,8,-1,FALSE,-0.068359375,FALSE,2,8,26,29,6435.0759259834,2762,"How many red marbles did your opponent report drawing?",8,8,4900,TRUE,16692,"expt4"
"5907","subj064","trial",7,"bullshitter",10,0.5,4,3,-1,FALSE,0.048828125,FALSE,3,7,29,36,3048.960058235,4598,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,14630,"expt4"
"5908","subj064","trial",8,"bullshitDetector",10,0.5,5,0,-1,FALSE,0.048828125,TRUE,5,-5,34,31,6684.045341963,3849,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,13712,"expt4"
"5909","subj064","trial",9,"bullshitter",10,0.5,0,1,-1,FALSE,-0.1123046875,FALSE,1,9,35,40,3178.0881955159,3058,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,15281,"expt4"
"5910","subj064","trial",10,"bullshitDetector",10,0.5,7,7,5,FALSE,-1,TRUE,-2,7,33,47,6659.5626421809,5026,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,14785,"expt4"
"5911","subj064","trial",11,"bullshitter",10,0.5,10,10,-1,FALSE,0.876953125,TRUE,10,-5,43,42,2299.2332335682,8145,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,21309,"expt4"
"5912","subj064","trial",12,"bullshitDetector",10,0.5,6,6,3,FALSE,-1,FALSE,4,6,47,48,6071.4278568909,2617,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,11280,"expt4"
"5913","subj064","trial",13,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,51,54,2348.6312851267,3894,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,19222,"expt4"
"5914","subj064","trial",14,"bullshitDetector",10,0.5,7,7,6,FALSE,-1,TRUE,-2,7,49,61,6322.2851268835,4241,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,12640,"expt4"
"5915","subj064","trial",15,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,TRUE,4,1,53,62,2772.3416134856,4020,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,17879,"expt4"
"5916","subj064","trial",16,"bullshitDetector",10,0.5,4,5,5,FALSE,-1,FALSE,5,5,58,67,5843.5409731258,2200,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,10385,"expt4"
"5917","subj064","trial",17,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,62,73,3101.125680101,6901,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,15922,"expt4"
"5918","subj064","trial",18,"bullshitDetector",10,0.5,6,6,4,FALSE,-1,FALSE,4,6,66,79,5673.3863739293,1796,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,9184,"expt4"
"5919","subj064","trial",19,"bullshitter",10,0.5,7,8,-1,FALSE,0.8662109375,TRUE,-5,5,61,84,2367.6902685057,2927,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,14316,"expt4"
"5920","subj064","trial",20,"bullshitDetector",10,0.5,5,5,4,FALSE,-1,FALSE,5,5,66,89,5499.9595024522,2660,"How many red marbles did your opponent report drawing?",5,5,3567,FALSE,16469,"expt4"
"5921","subj064","trial",21,"bullshitter",10,0.5,4,4,-1,FALSE,0.25390625,FALSE,4,6,70,95,2781.6543696735,5247,"How many red marbles did you actually draw?",4,4,4307,FALSE,22674,"expt4"
"5922","subj064","trial",22,"bullshitDetector",10,0.5,7,7,4,FALSE,-1,TRUE,-2,7,68,102,7165.4695423105,8651,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,17586,"expt4"
"5923","subj064","trial",23,"bullshitter",10,0.5,3,5,-1,FALSE,0.5,FALSE,5,5,73,107,3210.5856407322,6626,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,18170,"expt4"
"5924","subj064","trial",24,"bullshitDetector",10,0.5,6,7,-1,TRUE,0.5,TRUE,5,-5,78,102,5251.0195820636,4177,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11095,"expt4"
"5925","subj064","trial",25,"bullshitter",10,0.5,4,6,-1,FALSE,0.705078125,TRUE,-5,5,73,107,2081.9088125558,3289,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,13355,"expt4"
"5926","subj064","trial",26,"bullshitDetector",10,0.5,4,8,8,FALSE,-1,TRUE,5,-5,78,102,6961.1755429388,2841,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11449,"expt4"
"5927","subj064","trial",27,"bullshitter",10,0.5,3,3,-1,FALSE,0.048828125,FALSE,3,7,81,109,2151.8063014731,3392,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,14172,"expt4"
"5928","subj064","trial",28,"bullshitDetector",10,0.5,4,4,4,FALSE,-1,FALSE,6,4,87,113,7214.0020197843,2683,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,12153,"expt4"
"5929","subj064","trial",29,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,TRUE,5,0,92,113,3199.0335651795,3841,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,16499,"expt4"
"5930","subj064","trial",30,"bullshitDetector",10,0.5,5,5,-1,FALSE,0.5,FALSE,5,5,97,118,5294.1460775649,2792,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,10388,"expt4"
"5931","subj064","trial",31,"bullshitter",10,0.5,6,6,-1,FALSE,0.705078125,TRUE,6,-1,103,117,2886.6881517682,3759,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,18553,"expt4"
"5932","subj064","trial",32,"bullshitDetector",10,0.5,4,6,6,FALSE,-1,FALSE,4,6,107,123,5130.9891713427,2178,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,9696,"expt4"
"5933","subj064","trial",33,"bullshitter",10,0.5,5,5,-1,FALSE,0.5,FALSE,5,5,112,128,2389.8566537355,3290,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,16245,"expt4"
"5934","subj064","trial",34,"bullshitDetector",10,0.5,6,5,-1,TRUE,0.5,FALSE,5,5,117,133,5826.7017503003,1998,"How many red marbles did your opponent report drawing?",5,5,3006,FALSE,12848,"expt4"
"5935","subj064","trial",35,"bullshitter",10,0.5,7,7,-1,FALSE,0.822265625,FALSE,7,3,124,136,2467.8732498188,2755,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,16211,"expt4"
